seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
5	168410099	177311537	8901439	*	2	0	0.8
5	177334534	177432847	98314	*	1	0	0.8
5	177440942	181281727	3840786	*	2	0	0.8
6	152749	367552	214804	*	2	0	0.8
6	391989	1742560	1350572	*	3	0	0.8
6	2765463	5143958	2378496	*	1	0	0.8
6	5431107	37637655	32206549	*	2	1	0.8
6	37930063	55277539	17347477	*	3	2	0.8
6	55331789	57937957	2606169	*	2	2	0.8
6	62286015	67889277	5603263	*	2	0	0.8
6	68956303	79518818	10562516	*	2	1	0.8
6	79870220	81752157	1881938	*	2	0	0.8
6	81886743	87284854	5398112	*	2	1	0.8
6	87341334	100662544	13321211	*	2	0	0.8
6	100800297	107070009	6269713	*	8	2	0.8
6	107705113	119180453	11475341	*	2	0	0.8
6	119188620	127475181	8286562	*	4	0	0.8
6	129158243	131819872	2661630	*	2	1	0.8
6	131828114	144827554	12999441	*	2	1	0.8
6	145671219	150064750	4393532	*	2	0	0.8
6	150248604	152202008	1953405	*	4	0	0.8
6	152231240	159710888	7479649	*	2	0	0.8
6	159711231	159712189	959	*	3	2	0.8
6	159712208	167359267	7647060	*	2	0	0.8
6	167373063	167383039	9977	*	1	0	0.8
6	167918670	170640200	2721531	*	2	0	0.8
7	258359	291461	33103	*	4	0	0.8
7	498322	5923657	5425336	*	4	0	0.8
7	5923704	5987311	63608	*	8	1	0.8
7	5987357	6766853	779497	*	7	0	0.8
7	6805885	33349217	26543333	*	2	0	0.8
7	33970334	43646625	9676292	*	2	2	0.8
7	43647781	44823042	1175262	*	4	2	0.8
7	44966196	57820256	12854061	*	2	2	0.8
7	60992954	63756036	2763083	*	2	0	0.8
7	63758846	84110714	20351869	*	2	0	0.8
7	85072836	100889133	15816298	*	3	2	0.8
7	100951424	100951607	184	*	12	7	0.8
7	100951613	100959915	8303	*	2	1	0.8
7	100959965	110963371	10003407	*	2	2	0.8
7	111988970	138911255	26922286	*	2	0	0.8
7	138911318	140345661	1434344	*	5	0	0.8
7	140348890	152136638	11787749	*	3	0	0.8
7	152229936	154053149	1823214	*	2	1	0.8
7	154446472	159034723	4588252	*	2	2	0.8
8	219366	8010331	7790966	*	2	0	0.8
8	8020012	8232981	212970	*	1	1	0.8
8	8237150	12415278	4178129	*	2	0	0.8
8	12417128	12578071	160944	*	2	1	0.8
8	12659518	22634616	9975099	*	2	0	0.8
8	22724761	24308583	1583823	*	4	0	0.8
8	24308875	33566426	9257552	*	2	0	0.8
8	36833671	38245721	1412051	*	2	2	0.8
8	38252697	38840131	587435	*	8	3	0.8
8	38950561	43302033	4351473	*	3	2	0.8
8	70162878	98212306	28049429	*	3	1	0.8
8	98707321	100047434	1340114	*	13	2	0.8
8	100105326	100617544	512219	*	4	2	0.8
8	100630440	116766858	16136419	*	7	2	0.8
8	117152910	120811823	3658914	*	3	1	0.8
8	122769894	130214773	7444880	*	3	3	0.8
8	130401756	143926863	13525108	*	3	0	0.8
8	143927132	144946362	1019231	*	5	0	0.8
9	12667	30689222	30676556	*	4	0	0.8
9	30689447	30690053	607	*	2	2	0.8
9	30799997	32488239	1688243	*	3	0	0.8
9	32491242	39078329	6587088	*	2	0	0.8
9	39078499	43110553	4032055	*	1	1	0.8
9	62799760	66182633	3382874	*	1	1	0.8
9	66908658	123769476	56860819	*	2	0	0.8
9	124007971	125559492	1551522	*	5	0	0.8
9	125949495	137099959	11150465	*	2	0	0.8
9	137102167	137103590	1424	*	2	1	0.8
9	137113669	138177100	1063432	*	2	0	0.8
10	47876	38671907	38624032	*	2	0	0.8
10	41859954	46398090	4538137	*	3	0	0.8
10	46462341	46584599	122259	*	1	1	0.8
10	46651689	79394237	32742549	*	2	0	0.8
10	79445303	85729481	6284179	*	1	0	0.8
10	86566256	132836747	46270492	*	2	0	0.8
10	132836936	133568088	731153	*	1	0	0.8
10	133625834	133626863	1030	*	2	1	0.8
11	179321	1095011	915691	*	2	0	0.8
11	1095015	1099146	4132	*	5	2	0.8
11	1099861	2167008	1067148	*	2	0	0.8
11	2167206	4723911	2556706	*	3	0	0.8
11	4723935	7606121	2882187	*	6	0	0.8
11	7620800	9150228	1529429	*	4	0	0.8
11	9150885	10806814	1655930	*	2	0	0.8
11	11327122	17136398	5809277	*	3	2	0.8
11	17317520	50553126	33235607	*	2	0	0.8
11	54592041	61863859	7271819	*	2	1	0.8
11	61863982	66554126	4690145	*	2	0	0.8
11	67044867	72706069	5661203	*	2	1	0.8
11	72779941	78100944	5321004	*	4	2	0.8
11	78112511	78226754	114244	*	3	0	0.8
11	78384327	89717903	11333577	*	4	2	0.8
11	89752746	117207622	27454877	*	2	2	0.8
11	117208625	134986898	17778274	*	2	0	0.8
12	174476	3298042	3123567	*	2	1	0.8
12	3550159	8843370	5293212	*	3	0	0.8
12	9288441	9438216	149776	*	2	1	0.8
12	9681032	13866236	4185205	*	3	0	0.8
12	14424958	19941437	5516480	*	3	2	0.8
12	20552606	27121971	6569366	*	3	0	0.8
12	27317855	29661072	2343218	*	3	1	0.8
12	29783693	31984918	2201226	*	2	1	0.8
12	32216137	34165416	1949280	*	1	0	0.8
12	37418138	49955982	12537845	*	2	0	0.8
12	50351996	50844033	492038	*	1	1	0.8
12	50903682	52448952	1545271	*	2	0	0.8
12	52449046	52451747	2702	*	1	1	0.8
12	52451790	56718128	4266339	*	2	0	0.8
12	56738366	63688229	6949864	*	3	0	0.8
12	63823233	63823487	255	*	5	2	0.8
12	63989729	76461170	12471442	*	4	0	0.8
12	76822501	105395784	28573284	*	2	0	0.8
12	106067160	124982692	18915533	*	3	0	0.8
12	125103160	128800803	3697644	*	2	0	0.8
12	128800900	128888555	87656	*	1	1	0.8
12	128926244	132711135	3784892	*	2	0	0.8
12	132717747	133219598	501852	*	3	0	0.8
13	18176081	18212134	36054	*	3	1	0.8
13	18219044	48415676	30196633	*	2	0	0.8
13	48423077	95894687	47471611	*	1	0	0.8
13	96427364	114291460	17864097	*	2	0	0.8
14	18333768	18648773	315006	*	2	0	0.8
14	18699561	19669976	970416	*	1	0	0.8
14	19678448	105300790	85622343	*	2	0	0.8
14	105300837	106349358	1048522	*	2	0	0.8
15	19964758	20257557	292800	*	1	1	0.8
15	20259607	22279313	2019707	*	1	1	0.8
15	22560974	63121920	40560947	*	2	0	0.8
15	63597735	71757824	8160090	*	4	0	0.8
15	71777435	72665092	887658	*	4	0	0.8
15	72665193	74063555	1398363	*	4	0	0.8
15	74063690	74075017	11328	*	2	2	0.8
15	74128669	75784916	1656248	*	4	0	0.8
15	75785454	76259791	474338	*	3	0	0.8
15	76259971	76260139	169	*	1	1	0.8
15	76260201	76260332	132	*	10	2	0.8
15	76260343	76261159	817	*	4	3	0.8
15	76261227	91284034	15022808	*	4	0	0.8
15	91749528	92655458	905931	*	4	0	0.8
15	92712089	93066388	354300	*	4	0	0.8
15	93073704	101705669	8631966	*	4	0	0.8
15	101752636	101761027	8392	*	2	1	0.8
15	101761175	101973481	212307	*	1	1	0.8
16	11641	1227472	1215832	*	2	0	0.8
16	1227779	1229716	1938	*	2	0	0.8
16	1229816	3216071	1986256	*	2	0	0.8
16	3216552	9850138	6633587	*	3	0	0.8
16	10418797	11965181	1546385	*	4	0	0.8
16	12203329	12203531	203	*	3	2	0.8
16	12568471	20862445	8293975	*	2	0	0.8
16	20954951	34159124	13204174	*	2	2	0.8
16	34162883	34163122	240	*	8	1	0.8
16	34163177	36101275	1938099	*	2	1	0.8
16	67282697	69951480	2668784	*	2	0	0.8
16	69962848	70185756	222909	*	1	1	0.8
16	70509180	74391671	3882492	*	2	0	0.8
16	74409535	74465691	56157	*	2	1	0.8
16	74468026	90224655	15756630	*	2	0	0.8
17	410351	822449	412099	*	4	0	0.8
17	822487	1465529	643043	*	2	2	0.8
17	1465839	2980294	1514456	*	4	0	0.8
17	3062561	3063014	454	*	10	4	0.8
17	3116496	6088024	2971529	*	2	0	0.8
17	6426526	9943314	3516789	*	6	0	0.8
17	9943407	16649599	6706193	*	4	0	0.8
17	16683794	16843636	159843	*	3	3	0.8
17	16893377	18430965	1537589	*	4	0	0.8
17	18441749	18494397	52649	*	0	0	0.8
17	18500895	19310022	809128	*	4	0	0.8
17	19329720	21244091	1914372	*	2	0	0.8
17	21291457	21416729	125273	*	1	1	0.8
17	21657571	22381954	724384	*	1	0	0.8
17	25920193	28556295	2636103	*	2	0	0.8
17	28573364	43212891	14639528	*	3	0	0.8
17	43246460	47840337	4593878	*	2	0	0.8
17	47945523	62680622	14735100	*	6	0	0.8
17	62735884	76018387	13282504	*	3	0	0.8
17	76018547	76021513	2967	*	7	1	0.8
17	76023275	80930197	4906923	*	4	0	0.8
17	80930211	80930495	285	*	4	2	0.8
17	80940445	83135290	2194846	*	4	0	0.8
18	47434	15005737	14958304	*	3	0	0.8
18	21440199	31141919	9701721	*	5	0	0.8
18	31142076	32210415	1068340	*	5	3	0.8
18	32213563	32412455	198893	*	3	3	0.8
18	32512364	37485773	4973410	*	2	2	0.8
18	41990719	80168979	38178261	*	3	0	0.8
19	107456	2765330	2657875	*	3	0	0.8
19	2767194	3061346	294153	*	2	0	0.8
19	3110351	4511128	1400778	*	3	0	0.8
19	4511269	4511908	640	*	1	1	0.8
19	4513547	8895043	4381497	*	3	0	0.8
19	8895694	8900736	5043	*	1	0	0.8
19	8902164	8902319	156	*	2	1	0.8
19	8903780	9763271	859492	*	3	0	0.8
19	9811547	24163431	14351885	*	2	0	0.8
19	29212777	45212939	16000163	*	2	1	0.8
19	45315577	55265775	9950199	*	2	2	0.8
19	55289420	55762536	473117	*	2	0	0.8
19	55762538	55769190	6653	*	1	1	0.8
19	55772724	58599150	2826427	*	2	0	0.8
20	96321	1312892	1216572	*	1	0	0.8
20	1369864	25498422	24128559	*	1	1	0.8
20	25775425	26083027	307603	*	2	1	0.8
20	36862630	51725746	14863117	*	2	1	0.8
20	53044717	59193714	6148998	*	5	1	0.8
20	59604922	64093085	4488164	*	3	1	0.8
21	6927584	13051993	6124410	*	2	0	0.8
21	13384473	13909679	525207	*	3	2	0.8
21	13909688	29458073	15548386	*	2	0	0.8
21	29597581	42201905	12604325	*	2	1	0.8
21	42273474	46683356	4409883	*	2	1	0.8
22	10685693	11285120	599428	*	1	1	0.8
22	11318818	12616347	1297530	*	1	0	0.8
22	15528913	15722253	193341	*	1	0	0.8
22	15820050	17209519	1389470	*	0	0	0.8
22	17477717	20352100	2874384	*	2	0	0.8
22	20354682	20361928	7247	*	3	2	0.8
22	20364476	21070125	705650	*	2	0	0.8
22	21126899	21476645	349747	*	1	1	0.8
22	21634310	36237406	14603097	*	2	0	0.8
22	36238624	36255306	16683	*	1	0	0.8
22	36261694	46708114	10446421	*	2	0	0.8
22	46710903	50579085	3868183	*	2	0	0.8
22	50582239	50754799	172561	*	0	0	0.8
X	2781927	9967804	7185878	*	2	0	0.8
X	10094039	35803347	25709309	*	2	2	0.8
X	35941489	45381760	9440272	*	2	0	0.8
X	46531056	50635792	4104737	*	4	0	0.8
X	50910775	57985908	7075134	*	5	1	0.8
X	64193287	80809136	16615850	*	2	2	0.8
X	81590056	88753806	7163751	*	2	0	0.8
X	89922025	115306462	25384438	*	3	1	0.8
X	115920833	121371069	5450237	*	6	0	0.8
X	123117143	133078240	9961098	*	2	1	0.8
X	133303309	136984502	3681194	*	4	2	0.8
X	137031305	155524483	18493179	*	3	1	0.8
