seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
22	21126899	21476645	349747	*	1	1	0.76
22	21634310	45431000	23796691	*	2	0	0.76
22	45431140	50579085	5147946	*	2	0	0.76
22	50582239	50754799	172561	*	0	0	0.76
X	2781927	9967804	7185878	*	2	0	0.76
X	10094039	35941489	25847451	*	2	2	0.76
X	36985440	46531056	9545617	*	2	0	0.76
X	47093137	50635792	3542656	*	4	0	0.76
X	50910775	57985908	7075134	*	5	1	0.76
X	64193287	81590056	17396770	*	3	3	0.76
X	83508142	88753806	5245665	*	2	0	0.76
X	89922025	155524483	65602459	*	3	1	0.76
