seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
11	54635659	74697179	20061521	*	2.0	2.0	0.36
11	74697339	117207622	42510284	*	3.0	2.0	0.36
11	117207662	134986709	17779048	*	2.0	0.0	0.36
12	196088	3281866	3085779	*	2.0	2.0	0.36
12	3592298	27140001	23547704	*	4.0	0.0	0.36
12	27317855	34209527	6891673	*	2.0	2.0	0.36
12	37418467	65463119	28044653	*	3.0	0.0	0.36
12	66455695	76410713	9955019	*	5.0	0.0	0.36
12	76822501	133219299	56396799	*	3.0	0.0	0.36
13	18171311	114291460	96120150	*	2.0	0.0	0.36
14	18601544	106349375	87747832	*	2.0	0.0	0.36
15	17083032	17083033	2	*			0.36
15	19899435	57440545	37541111	*	2.0	0.0	0.36
15	57451442	101752636	44301195	*	5.0	0.0	0.36
15	101752835	101772004	19170	*	3.0	3.0	0.36
16	13365	12908502	12895138	*	3.0	0.0	0.36
16	13933094	20800359	6867266	*	2.0	0.0	0.36
16	20862445	32179540	11317096	*	2.0	2.0	0.36
16	32425882	34595573	2169692	*	3.0	1.0	0.36
16	46386156	90043303	43657148	*	2.0	0.0	0.36
17	410391	3116496	2706106	*	4.0	0.0	0.36
17	3216103	22049675	18833573	*	2.0	0.0	0.36
17	24421438	47819112	23397675	*	2.0	0.0	0.36
17	47820165	62427762	14607598	*	6.0	0.0	0.36
17	62447894	82905981	20458088	*	4.0	0.0	0.36
18	47434	607068	559635	*	2.0	1.0	0.36
18	674320	14937621	14263302	*	2.0	2.0	0.36
18	21440199	36818951	15378753	*	2.0	2.0	0.36
18	42743532	80136961	37393430	*	3.0	0.0	0.36
19	107456	10003576	9896121	*	3.0	0.0	0.36
19	10004064	24127230	14123167	*	2.0	0.0	0.36
19	29213095	55773091	26559997	*	2.0	2.0	0.36
19	55773141	58571238	2798098	*	2.0	0.0	0.36
20	96321	1312364	1216044	*	1.0	0.0	0.36
20	1370028	26277551	24907524	*	2.0	2.0	0.36
20	28565257	31185855	2620599	*	3.0	1.0	0.36
20	31285278	64303122	33017845	*	2.0	2.0	0.36
21	6927596	13051771	6124176	*	3.0	0.0	0.36
21	13384473	29458073	16073601	*	1.0	1.0	0.36
21	29630483	46643564	17013082	*	4.0	0.0	0.36
22	10703585	12694048	1990464	*	2.0	0.0	0.36
22	15528913	50754799	35225887	*	2.0	0.0	0.36
X	2781986	57394516	54612531	*	2.0	2.0	0.36
X	64193287	155524483	91331197	*	2.0	2.0	0.36
