seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
3	197624255	198035752	411498	*	1	1	0.84
4	16758	8619665	8602908	*	3	0	0.84
4	8867621	9243953	376333	*	4	1	0.84
4	9248425	49104499	39856075	*	2	0	0.84
4	49104500	49149392	44893	*	1	0	0.84
4	49149459	49559635	410177	*	2	1	0.84
4	51848078	188738454	136890377	*	2	0	0.84
4	188738623	190179609	1440987	*	1	1	0.84
5	163090	10988060	10824971	*	1	0	0.84
5	13691900	32738785	19046886	*	1	1	0.84
5	33441297	33751349	310053	*	1	0	0.84
5	33963765	44114035	10150271	*	1	1	0.84
5	49601562	49661793	60232	*	1	0	0.84
5	50399214	53083447	2684234	*	2	2	0.84
5	53083580	69632907	16549328	*	2	0	0.84
5	69633499	70511137	877639	*	2	1	0.84
5	71719676	146592933	74873258	*	2	0	0.84
5	147054497	168410099	21355603	*	3	0	0.84
5	168423743	177311537	8887795	*	2	0	0.84
5	177334534	177432847	98314	*	1	0	0.84
5	177440942	181281736	3840795	*	2	0	0.84
6	152749	367552	214804	*	4	3	0.84
6	391989	1742560	1350572	*	3	0	0.84
6	2765463	5143958	2378496	*	1	0	0.84
6	5404834	37171546	31766713	*	2	1	0.84
6	37174186	43201079	6026894	*	3	2	0.84
6	43215168	52832803	9617636	*	3	2	0.84
6	52837228	53128204	290977	*	5	3	0.84
6	53295546	57937957	4642412	*	2	1	0.84
6	62177194	69048180	6870987	*	2	0	0.84
6	69361281	79487131	10125851	*	2	1	0.84
6	79513912	81338189	1824278	*	2	0	0.84
6	81752157	87284854	5532698	*	2	1	0.84
6	87341334	100800297	13458964	*	2	0	0.84
6	101859194	107070009	5210816	*	9	2	0.84
6	107705113	120015415	12310303	*	2	0	0.84
6	122399661	122860013	460353	*	5	2	0.84
6	122998237	130215860	7217624	*	3	0	0.84
6	130440659	142370412	11929754	*	2	1	0.84
6	142394058	143947817	1553760	*	2	2	0.84
6	143948262	150064750	6116489	*	2	0	0.84
6	150248604	152233602	1984999	*	4	0	0.84
6	152236085	159710888	7474804	*	2	0	0.84
6	159711231	159712189	959	*	2	1	0.84
6	159712208	170640200	10927993	*	2	0	0.84
7	258359	291461	33103	*	4	0	0.84
7	498322	5923657	5425336	*	4	0	0.84
7	5923704	5973418	49715	*	5	3	0.84
7	5987311	6766853	779543	*	7	0	0.84
7	6805885	33349217	26543333	*	2	0	0.84
7	33727566	43646625	9919060	*	2	2	0.84
7	43647781	44764626	1116846	*	4	2	0.84
7	44768817	55939883	11171067	*	2	2	0.84
7	55954851	57820256	1865406	*	2	2	0.84
7	60992954	63766521	2773568	*	2	0	0.84
7	63771522	84110714	20339193	*	2	0	0.84
7	85072836	98627023	13554188	*	3	2	0.84
7	98893720	99909788	1016069	*	3	3	0.84
7	99971602	100889133	917532	*	3	2	0.84
7	100951407	100951681	275	*	10	3	0.84
7	100951719	100960311	8593	*	2	1	0.84
7	100960406	100966916	6511	*	2	2	0.84
7	100969331	100969438	108	*	1	1	0.84
7	100969451	100972374	2924	*	8	3	0.84
7	100991195	110963371	9972177	*	3	2	0.84
7	111988970	138911318	26922349	*	2	0	0.84
7	138917080	139962273	1045194	*	4	0	0.84
7	140345179	152136638	11791460	*	2	0	0.84
7	152229936	154053149	1823214	*	2	1	0.84
7	154540300	157577953	3037654	*	2	2	0.84
7	157595292	157621217	25926	*	2	2	0.84
7	157621372	159034723	1413352	*	2	2	0.84
8	219366	7341968	7122603	*	2	0	0.84
8	7357822	8232981	875160	*	2	0	0.84
8	8237150	12175218	3938069	*	2	0	0.84
8	12180338	12578071	397734	*	1	0	0.84
8	12659518	22634616	9975099	*	2	0	0.84
8	22724761	24308583	1583823	*	4	0	0.84
8	24308875	33566426	9257552	*	2	0	0.84
8	36833671	38176766	1343096	*	2	2	0.84
8	38238144	38840131	601988	*	5	2	0.84
8	38950561	43302033	4351473	*	3	2	0.84
8	46579451	47933959	1354509	*	3	2	0.84
8	47962505	60558751	12596247	*	4	1	0.84
8	60576300	74986336	14410037	*	4	2	0.84
8	75012585	98212306	23199722	*	2	1	0.84
8	98707321	100047434	1340114	*	16	2	0.84
8	100105326	100269043	163718	*	2	1	0.84
8	100321024	113600314	13279291	*	8	2	0.84
8	114151537	116648747	2497211	*	12	3	0.84
8	116766858	120811823	4044966	*	4	2	0.84
8	122769894	123182753	412860	*	2	2	0.84
8	123328633	123812407	483775	*	5	0	0.84
8	123969885	130214773	6244889	*	3	3	0.84
8	130401756	138688966	8287211	*	3	0	0.84
8	138690696	144946362	6255667	*	4	0	0.84
9	12667	117372	104706	*	2	0	0.84
9	117666	30689222	30571557	*	4	0	0.84
9	30689447	30690053	607	*	4	3	0.84
9	30799997	39067659	8267663	*	2	0	0.84
9	39073680	43110553	4036874	*	1	1	0.84
9	62799760	66182633	3382874	*	1	1	0.84
9	66908658	124007971	57099314	*	2	0	0.84
9	124013822	125559492	1545671	*	5	0	0.84
9	125949495	137050057	11100563	*	2	0	0.84
9	137050096	137099959	49864	*	2	0	0.84
9	137102167	137113669	11503	*	2	1	0.84
9	137156535	138177100	1020566	*	2	0	0.84
10	47876	8161641	8113766	*	2	0	0.84
10	8514189	9407600	893412	*	1	1	0.84
10	11274861	38696864	27422004	*	2	0	0.84
10	41859954	43203532	1343579	*	4	0	0.84
10	43373649	45000672	1627024	*	2	0	0.84
10	45691925	46130829	438905	*	2	0	0.84
10	46249027	46398090	149064	*	2	0	0.84
10	46462341	46550822	88482	*	3	2	0.84
10	46578866	79307283	32728418	*	2	0	0.84
10	79307723	85727609	6419887	*	1	0	0.84
10	85729481	125979862	40250382	*	2	0	0.84
10	125979918	133560264	7580347	*	2	0	0.84
10	133565298	133626863	61566	*	2	1	0.84
11	179321	1010649	831329	*	2	0	0.84
11	1095011	1099146	4136	*	2	1	0.84
11	1099861	2167008	1067148	*	2	0	0.84
11	2167206	4489357	2322152	*	3	0	0.84
11	4690849	7606121	2915273	*	6	0	0.84
11	7620800	9160493	1539694	*	4	0	0.84
11	9178103	10806814	1628712	*	2	0	0.84
11	11327122	15246181	3919060	*	3	2	0.84
11	16111867	16816241	704375	*	2	2	0.84
11	16826011	17097140	271130	*	4	3	0.84
11	17317520	50553126	33235607	*	2	0	0.84
11	54592041	61920202	7328162	*	2	1	0.84
11	61967489	66554126	4586638	*	2	0	0.84
11	67044867	72706069	5661203	*	2	1	0.84
11	72779941	78064420	5284480	*	4	2	0.84
11	78072890	78657809	584920	*	4	0	0.84
11	78661491	90176368	11514878	*	3	2	0.84
11	90202418	117208625	27006208	*	2	2	0.84
11	117219829	134986898	17767070	*	2	0	0.84
12	174476	3298042	3123567	*	2	1	0.84
12	3550159	8843370	5293212	*	2	0	0.84
12	9288085	9438216	150132	*	1	1	0.84
12	9680928	13866236	4185309	*	3	0	0.84
12	14424958	19941437	5516480	*	3	2	0.84
12	20449914	27121971	6672058	*	3	0	0.84
12	27317596	31984918	4667323	*	2	1	0.84
12	32216137	34165416	1949280	*	1	0	0.84
12	37418138	49955982	12537845	*	2	0	0.84
12	50351996	50844033	492038	*	1	1	0.84
12	50903682	52448952	1545271	*	2	0	0.84
12	52449046	52451747	2702	*	1	1	0.84
12	52451790	57012866	4561077	*	2	0	0.84
12	57099944	63688229	6588286	*	3	0	0.84
12	63823233	63823487	255	*	3	1	0.84
12	63989729	76461170	12471442	*	4	0	0.84
12	76822501	105395784	28573284	*	2	0	0.84
12	106067160	125103160	19036001	*	3	0	0.84
12	125107023	132606232	7499210	*	2	0	0.84
12	132618781	133219598	600818	*	3	0	0.84
13	18176081	18212090	36010	*	2	1	0.84
13	18212134	24446845	6234712	*	3	0	0.84
13	24447063	24595025	147963	*	1	0	0.84
13	24680914	48415676	23734763	*	2	0	0.84
13	48423077	96427364	48004288	*	1	0	0.84
13	97969933	114291460	16321528	*	2	0	0.84
14	18333768	19666459	1332692	*	2	0	0.84
14	19668491	19680120	11630	*	1	0	0.84
14	19713343	105229156	85515814	*	2	0	0.84
14	105300790	106349358	1048569	*	2	0	0.84
15	19964758	20157685	192928	*	1	0	0.84
15	20228480	20248643	20164	*	1	1	0.84
15	20251181	21951562	1700382	*	1	1	0.84
15	22279313	63071203	40791891	*	2	0	0.84
15	63121920	72612316	9490397	*	4	0	0.84
15	72662667	73178253	515587	*	2	2	0.84
15	73236596	74063555	826960	*	4	0	0.84
15	74063690	74075017	11328	*	2	2	0.84
15	74128669	74854030	725362	*	4	0	0.84
15	75265543	75358495	92953	*	3	0	0.84
15	75358631	75783308	424678	*	4	0	0.84
15	75783390	76259791	476402	*	3	0	0.84
15	76259971	76260829	859	*	9	4	0.84
15	76260877	76261159	283	*	1	1	0.84
15	76261227	91284034	15022808	*	4	0	0.84
15	91749528	92655458	905931	*	4	0	0.84
15	92711626	101705669	8994044	*	4	0	0.84
15	101752636	101755599	2964	*	9	4	0.84
15	101755731	101756902	1172	*	3	1	0.84
15	101756931	101973481	216551	*	2	2	0.84
16	11641	180579	168939	*	1	1	0.84
16	181168	1228424	1047257	*	2	0	0.84
16	1228744	1229716	973	*	1	1	0.84
16	1229816	3494040	2264225	*	2	0	0.84
16	3536230	4797640	1261411	*	2	0	0.84
16	4798493	11965181	7166689	*	4	0	0.84
16	12203329	12203531	203	*	3	2	0.84
16	12568471	20862445	8293975	*	2	0	0.84
16	20954951	34159124	13204174	*	2	2	0.84
16	34162873	36101275	1938403	*	3	0	0.84
16	46386441	46401528	15088	*	1	1	0.84
16	46671590	48277246	1605657	*	3	0	0.84
16	48497260	69424876	20927617	*	2	0	0.84
16	69951480	70186155	234676	*	2	1	0.84
16	70509180	74391460	3882281	*	2	0	0.84
16	74391650	74411791	20142	*	1	1	0.84
16	74439368	85110565	10671198	*	2	0	0.84
16	85357404	90008692	4651289	*	2	0	0.84
16	90010076	90224655	214580	*	2	0	0.84
17	410351	517227	106877	*	3	0	0.84
17	519811	803622	283812	*	4	0	0.84
17	803934	864156	60223	*	2	2	0.84
17	910550	2980294	2069745	*	4	0	0.84
17	3062561	3063014	454	*	6	2	0.84
17	3116496	4593367	1476872	*	2	0	0.84
17	4593601	4932810	339210	*	3	0	0.84
17	4955817	5558920	603104	*	2	0	0.84
17	5730357	15507049	9776693	*	6	0	0.84
17	15545572	15699636	154065	*	5	0	0.84
17	15700268	16787387	1087120	*	5	0	0.84
17	16818952	16843636	24685	*	3	3	0.84
17	16893377	18388466	1495090	*	5	0	0.84
17	18397782	18441749	43968	*	5	1	0.84
17	18476751	18500895	24145	*	0	0	0.84
17	18500996	19310022	809027	*	5	0	0.84
17	19329720	20481052	1151333	*	2	0	0.84
17	20503093	20589494	86402	*	3	1	0.84
17	20784937	21244091	459155	*	1	0	0.84
17	21291457	21291827	371	*	5	3	0.84
17	21291868	21298203	6336	*	2	1	0.84
17	21298238	21302343	4106	*	3	2	0.84
17	21302436	21303128	693	*	3	2	0.84
17	21303132	21305037	1906	*	1	1	0.84
17	21305328	21664491	359164	*	1	1	0.84
17	21664512	21664661	150	*	2	0	0.84
17	21668986	22381954	712969	*	1	0	0.84
17	26603842	47840337	21236496	*	2	0	0.84
17	47915550	62664556	14749007	*	6	0	0.84
17	62680622	76015640	13335019	*	3	0	0.84
17	76018387	76021513	3127	*	2	0	0.84
17	76023275	80930197	4906923	*	4	0	0.84
17	80930211	80930495	285	*	5	3	0.84
17	80940445	83135290	2194846	*	4	0	0.84
18	47434	100065	52632	*	4	0	0.84
18	108052	112269	4218	*	4	2	0.84
18	118580	10762964	10644385	*	3	0	0.84
18	10763009	11690020	927012	*	3	0	0.84
18	11824830	15005737	3180908	*	3	0	0.84
18	21440199	27048715	5608517	*	3	2	0.84
18	27963184	31030911	3067728	*	2	2	0.84
18	31093602	32217995	1124394	*	3	3	0.84
18	32220156	32512364	292209	*	3	3	0.84
18	32674503	37485773	4811271	*	2	2	0.84
18	37565150	80168979	42603830	*	3	0	0.84
19	107456	501743	394288	*	2	0	0.84
19	505071	2403063	1897993	*	3	0	0.84
19	2405561	2878182	472622	*	3	0	0.84
19	2897135	3028873	131739	*	1	0	0.84
19	3061346	4511128	1449783	*	2	0	0.84
19	4511269	4511896	628	*	5	4	0.84
19	4511908	4885222	373315	*	3	0	0.84
19	4885361	4893592	8232	*	3	0	0.84
19	4895210	8897072	4001863	*	3	0	0.84
19	8898427	8902319	3893	*	7	2	0.84
19	8903780	9830138	926359	*	3	0	0.84
19	9855016	21655763	11800748	*	2	0	0.84
19	22392016	22756873	364858	*	1	0	0.84
19	22757244	24163431	1406188	*	2	0	0.84
19	29212777	45212939	16000163	*	2	1	0.84
19	45315577	53892954	8577378	*	2	2	0.84
19	54128001	55155079	1027079	*	2	2	0.84
19	55155935	55265775	109841	*	2	2	0.84
19	55279090	55762536	483447	*	2	0	0.84
19	55762538	55769190	6653	*	1	1	0.84
19	55772724	58599150	2826427	*	2	0	0.84
20	96321	1312892	1216572	*	1	0	0.84
20	1369864	25498422	24128559	*	1	1	0.84
20	25775425	26083027	307603	*	2	1	0.84
20	28565158	30615198	2050041	*	2	1	0.84
20	30813330	30815561	2232	*	1	1	0.84
20	30815564	32029032	1213469	*	2	2	0.84
20	32316974	51725746	19408773	*	2	1	0.84
20	53044717	59996070	6951354	*	5	1	0.84
20	60003013	63889321	3886309	*	3	1	0.84
20	63941711	64093085	151375	*	5	3	0.84
21	6927596	10397848	3470253	*	2	0	0.84
21	10413507	13051993	2638487	*	2	1	0.84
21	13384473	13909692	525220	*	3	2	0.84
21	13972853	29458073	15485221	*	3	0	0.84
21	29597581	42201905	12604325	*	3	1	0.84
21	42273474	46683456	4409983	*	2	1	0.84
22	10685693	11318976	633284	*	1	1	0.84
22	11598366	12616347	1017982	*	1	0	0.84
22	15528913	15854494	325582	*	1	0	0.84
22	15854936	16433453	578518	*	0	0	0.84
22	16433456	17209519	776064	*	0	0	0.84
22	17477717	18489750	1012034	*	2	0	0.84
22	18492421	18854824	362404	*	1	1	0.84
22	18855738	18876007	20270	*	3	1	0.84
22	18883352	20352100	1468749	*	2	0	0.84
22	20354682	20361928	7247	*	1	1	0.84
22	20364476	21070125	705650	*	2	0	0.84
22	21126899	21309416	182518	*	1	1	0.84
22	21342132	36255246	14913115	*	2	0	0.84
22	36255267	36284668	29402	*	2	0	0.84
22	36286660	50579085	14292426	*	2	0	0.84
22	50582239	50754799	172561	*	0	0	0.84
X	2781927	9967804	7185878	*	2	0	0.84
X	10094039	35941489	25847451	*	2	2	0.84
X	36985440	46531056	9545617	*	2	0	0.84
X	47093137	49333270	2240134	*	4	0	0.84
X	49346325	57985908	8639584	*	5	1	0.84
X	64193287	72302017	8108731	*	3	2	0.84
X	72572226	77628203	5055978	*	2	2	0.84
X	77715911	81590056	3874146	*	2	2	0.84
X	83508142	88753806	5245665	*	2	0	0.84
X	89922025	115306462	25384438	*	3	1	0.84
X	115920833	139203864	23283032	*	3	2	0.84
X	139551121	155524483	15973363	*	3	1	0.84
