seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
2	10782390	12024120	1241731	*	2	0	0.8
2	12723644	27501668	14778025	*	4	2	0.8
2	28526049	37368553	8842505	*	2	2	0.8
2	37372537	46380580	9008044	*	2	1	0.8
2	46384332	62771350	16387019	*	2	2	0.8
2	63174838	73601411	10426574	*	2	0	0.8
2	73602245	89764973	16162729	*	2	2	0.8
2	89767186	91940980	2173795	*	2	1	0.8
2	94196754	95575303	1378550	*	2	2	0.8
2	95935405	95954090	18686	*	2	2	0.8
2	96021401	110202321	14180921	*	2	2	0.8
2	110653272	112388323	1735052	*	4	1	0.8
2	112389582	121458843	9069262	*	2	2	0.8
2	121515611	131836506	10320896	*	2	0	0.8
2	132037738	132262831	225094	*	1	1	0.8
2	132317728	156571186	24253459	*	2	0	0.8
2	157210570	162352383	5141814	*	3	0	0.8
2	163611904	219641800	56029897	*	2	0	0.8
2	220540376	231925343	11384968	*	4	0	0.8
2	231925781	232408215	482435	*	2	2	0.8
2	232409459	239108040	6698582	*	3	0	0.8
2	239126809	241767573	2640765	*	2	0	0.8
3	344564	4983086	4638523	*	2	0	0.8
3	7146319	10844102	3697784	*	10	0	0.8
3	10844235	14665263	3821029	*	7	0	0.8
3	14760043	21421388	6661346	*	4	0	0.8
3	21425753	75630725	54204973	*	2	0	0.8
3	75630786	75737791	107006	*	3	1	0.8
3	75737898	89449469	13711572	*	2	0	0.8
3	91483720	93470642	1986923	*	17	3	0.8
3	93470744	114307826	20837083	*	2	2	0.8
3	115810513	121992916	6182404	*	3	0	0.8
3	121993204	132718123	10724920	*	3	2	0.8
3	133380401	186265183	52884783	*	3	0	0.8
3	186279751	195938228	9658478	*	2	0	0.8
3	195959961	195996931	36971	*	1	1	0.8
3	195997066	197296574	1299509	*	2	0	0.8
3	197624255	198035752	411498	*	2	1	0.8
4	23060	16213914	16190855	*	3	0	0.8
4	16238683	48892964	32654282	*	2	0	0.8
4	49104455	49709464	605010	*	1	0	0.8
4	51848078	188738623	136890546	*	2	0	0.8
4	188739132	190179609	1440478	*	1	1	0.8
5	163090	10988060	10824971	*	1	0	0.8
5	13691900	44114035	30422136	*	1	1	0.8
5	49601562	49661793	60232	*	1	0	0.8
5	50399214	53083447	2684234	*	2	2	0.8
5	53560674	69123227	15562554	*	2	0	0.8
5	69128162	70511137	1382976	*	2	1	0.8
5	72107446	146592933	74485488	*	2	0	0.8
5	147054497	168408761	21354265	*	3	0	0.8
5	168410099	177311537	8901439	*	2	0	0.8
5	177334534	177432847	98314	*	1	0	0.8
5	177440942	181281775	3840834	*	2	0	0.8
6	152749	367552	214804	*	1	1	0.8
6	391989	1742560	1350572	*	3	0	0.8
6	2765463	5144433	2378971	*	1	0	0.8
6	5431107	37171546	31740440	*	2	1	0.8
6	37174186	44435701	7261516	*	3	2	0.8
6	46325591	52516387	6190797	*	2	1	0.8
6	52657291	53128204	470914	*	4	1	0.8
6	53295546	57937957	4642412	*	2	1	0.8
6	62286015	69048180	6762166	*	2	0	0.8
6	69361281	79518818	10157538	*	2	1	0.8
6	79870220	100800297	20930078	*	2	0	0.8
6	101928642	107070009	5141368	*	6	2	0.8
6	107705113	119006467	11301355	*	2	0	0.8
6	119024845	129298005	10273161	*	4	0	0.8
6	129401244	144827554	15426311	*	2	1	0.8
6	145671219	150064750	4393532	*	2	0	0.8
6	150248604	152202008	1953405	*	4	0	0.8
6	152231240	159710888	7479649	*	2	0	0.8
6	159711231	159712189	959	*	2	2	0.8
6	159712208	170640200	10927993	*	2	0	0.8
7	258359	291461	33103	*	4	0	0.8
7	498322	5923657	5425336	*	5	0	0.8
7	5923704	5973418	49715	*	5	1	0.8
7	5987311	6766853	779543	*	7	0	0.8
7	6805885	33349217	26543333	*	2	0	0.8
7	33727566	43646625	9919060	*	2	2	0.8
7	43647781	44768817	1121037	*	5	2	0.8
7	44769674	55732178	10962505	*	2	2	0.8
7	55741020	57820256	2079237	*	2	2	0.8
7	60992954	63753327	2760374	*	2	0	0.8
7	63755890	63771649	15760	*	2	0	0.8
7	63771809	85072836	21301028	*	2	0	0.8
7	86644880	97984686	11339807	*	3	2	0.8
7	98107385	99971602	1864218	*	2	2	0.8
7	99971771	100951519	979749	*	3	2	0.8
7	100951567	100951786	220	*	9	3	0.8
7	100952010	100966916	14907	*	5	3	0.8
7	100969353	100969438	86	*	7	1	0.8
7	100969451	110963371	9993921	*	3	2	0.8
7	111988970	138911318	26922349	*	2	0	0.8
7	138917080	140345661	1428582	*	4	0	0.8
7	140348890	154053149	13704260	*	2	0	0.8
7	154540300	159034723	4494424	*	2	2	0.8
8	219366	13012651	12793286	*	2	0	0.8
8	13021321	22634616	9613296	*	2	0	0.8
8	22724761	24308583	1583823	*	4	0	0.8
8	24308875	33566426	9257552	*	2	0	0.8
8	36833671	38245721	1412051	*	2	2	0.8
8	38252697	38838478	585782	*	6	2	0.8
8	38950561	43302033	4351473	*	2	2	0.8
8	46579451	57371914	10792464	*	3	1	0.8
8	58416924	98212306	39795383	*	2	2	0.8
8	98707321	99987347	1280027	*	12	2	0.8
8	100008320	117158022	17149703	*	6	2	0.8
8	117162079	130214773	13052695	*	3	2	0.8
8	130401756	140252916	9851161	*	3	0	0.8
8	140300545	144946362	4645818	*	4	0	0.8
9	12667	30689222	30676556	*	4	0	0.8
9	30689447	30690053	607	*	8	7	0.8
9	30799997	39078499	8278503	*	2	0	0.8
9	39078581	43110553	4031973	*	1	1	0.8
9	62799760	62860682	60923	*	1	1	0.8
9	62861374	66182633	3321260	*	2	1	0.8
9	66908658	123769476	56860819	*	2	0	0.8
9	124007971	125559492	1551522	*	5	0	0.8
9	125949495	137099959	11150465	*	2	0	0.8
9	137102167	137103590	1424	*	2	1	0.8
9	137113669	138177100	1063432	*	2	0	0.8
10	47876	38645348	38597473	*	2	0	0.8
10	41859954	43203532	1343579	*	4	0	0.8
10	43373649	46398090	3024442	*	2	0	0.8
10	46462341	46550822	88482	*	1	1	0.8
10	46578866	60270176	13691311	*	2	0	0.8
10	60615275	75058179	14442905	*	3	0	0.8
10	75094806	79349200	4254395	*	5	0	0.8
10	79394237	86566256	7172020	*	2	0	0.8
10	86654812	125836043	39181232	*	3	0	0.8
10	125841756	125979748	137993	*	3	1	0.8
10	125979862	133568088	7588227	*	2	0	0.8
10	133625834	133626863	1030	*	7	3	0.8
11	179321	1095011	915691	*	3	0	0.8
11	1095015	1099146	4132	*	4	3	0.8
11	1099861	2167008	1067148	*	3	0	0.8
11	2167206	4723935	2556730	*	4	0	0.8
11	4769881	7606121	2836241	*	7	0	0.8
11	7620800	9150885	1530086	*	4	0	0.8
11	9160493	10806814	1646322	*	2	0	0.8
11	11327122	17097140	5770019	*	3	3	0.8
11	17317520	50553126	33235607	*	2	0	0.8
11	54592041	61920202	7328162	*	2	1	0.8
11	61967489	66761577	4794089	*	2	0	0.8
11	67044867	72706069	5661203	*	2	1	0.8
11	72713471	78100944	5387474	*	3	2	0.8
11	78112511	78226754	114244	*	3	0	0.8
11	78384327	117208625	38824299	*	3	2	0.8
11	117219829	134986898	17767070	*	2	0	0.8
12	174476	3298042	3123567	*	3	1	0.8
12	3550159	8843370	5293212	*	3	0	0.8
12	9288441	9438216	149776	*	2	1	0.8
12	9681032	13866236	4185205	*	2	0	0.8
12	14424958	19941437	5516480	*	2	2	0.8
12	20552606	27121971	6569366	*	2	0	0.8
12	27317855	31984918	4667064	*	2	1	0.8
12	32216137	34165416	1949280	*	1	0	0.8
12	37418138	49955360	12537223	*	2	0	0.8
12	49955628	50352080	396453	*	1	1	0.8
12	50843019	52448952	1605934	*	2	0	0.8
12	52449046	52451747	2702	*	1	1	0.8
12	52451790	54531288	2079499	*	2	0	0.8
12	54549836	55130530	580695	*	2	0	0.8
12	55247291	56718128	1470838	*	2	0	0.8
12	56738366	63688229	6949864	*	4	0	0.8
12	63823233	63823487	255	*	3	2	0.8
12	63989729	76412203	12422475	*	5	0	0.8
12	76459029	105308616	28849588	*	2	0	0.8
12	105395784	112164449	6768666	*	4	0	0.8
12	112252696	119151157	6898462	*	6	0	0.8
12	119530850	125114639	5583790	*	3	0	0.8
12	125118430	130163164	5044735	*	2	0	0.8
12	130428571	133219598	2791028	*	3	0	0.8
13	18176081	18212090	36010	*	2	1	0.8
13	18212134	24501721	6289588	*	3	0	0.8
13	24587259	48515087	23927829	*	2	0	0.8
13	48871883	96427364	47555482	*	1	0	0.8
13	97969933	114291460	16321528	*	2	0	0.8
14	18333768	19374708	1040941	*	2	0	0.8
14	19402316	19666459	264144	*	1	0	0.8
14	19668491	19679197	10707	*	2	0	0.8
14	19679949	106349358	86669410	*	2	0	0.8
15	19964758	21160248	1195491	*	1	1	0.8
15	21373424	63121920	41748497	*	2	0	0.8
15	63597735	72169302	8571568	*	4	0	0.8
15	72406887	72665092	258206	*	2	2	0.8
15	72665193	74063555	1398363	*	4	0	0.8
15	74063690	74128868	65179	*	3	3	0.8
15	74173930	76259791	2085862	*	5	0	0.8
15	76259971	76260877	907	*	9	4	0.8
15	76260942	76261159	218	*	7	6	0.8
15	76261227	91284034	15022808	*	5	0	0.8
15	91749528	92655458	905931	*	5	0	0.8
15	92711626	101705669	8994044	*	5	0	0.8
15	101752636	101759340	6705	*	4	2	0.8
15	101759861	101973481	213621	*	2	2	0.8
16	11651	1228424	1216774	*	2	0	0.8
16	1228744	1229716	973	*	1	1	0.8
16	1229816	4208172	2978357	*	2	0	0.8
16	4355489	11965181	7609693	*	4	0	0.8
16	12203329	12203531	203	*	2	1	0.8
16	12568471	20862445	8293975	*	2	0	0.8
16	20954951	32116792	11161842	*	2	2	0.8
16	32165537	34159124	1993588	*	2	2	0.8
16	34162873	34163260	388	*	1	0	0.8
16	34163264	36101275	1938012	*	2	2	0.8
16	46386441	46401528	15088	*	3	1	0.8
16	46401545	48277246	1875702	*	3	0	0.8
16	48356601	69424876	21068276	*	2	0	0.8
16	69951480	70186155	234676	*	2	1	0.8
16	70509180	74391650	3882471	*	2	0	0.8
16	74391671	74411791	20121	*	1	1	0.8
16	74465691	90008692	15543002	*	2	0	0.8
16	90010076	90224655	214580	*	1	1	0.8
17	410351	803622	393272	*	4	0	0.8
17	803934	864156	60223	*	2	2	0.8
17	910550	2995107	2084558	*	4	0	0.8
17	3062561	3063014	454	*	5	2	0.8
17	3116496	6088024	2971529	*	3	0	0.8
17	6426526	15507049	9080524	*	5	0	0.8
17	15545572	15699636	154065	*	5	0	0.8
17	15700268	16732666	1032399	*	5	0	0.8
17	16818952	16843636	24685	*	4	4	0.8
17	16893377	18388466	1495090	*	5	0	0.8
17	18397782	18476751	78970	*	2	2	0.8
17	18476840	18500996	24157	*	0	0	0.8
17	18501036	19310022	808987	*	5	0	0.8
17	19329720	20503093	1173374	*	2	0	0.8
17	20503841	20589494	85654	*	3	1	0.8
17	20784937	21291199	506263	*	2	0	0.8
17	21291457	21305328	13872	*	2	1	0.8
17	21313290	22044506	731217	*	2	0	0.8
17	22044517	22381954	337438	*	2	0	0.8
17	25920193	35478131	9557939	*	2	0	0.8
17	35478937	47840337	12361401	*	3	0	0.8
17	47945523	62291922	14346400	*	6	0	0.8
17	62413937	76018547	13604611	*	3	0	0.8
17	76018553	76023275	4723	*	2	0	0.8
17	76039462	80930197	4890736	*	4	0	0.8
17	80930211	80930495	285	*	14	3	0.8
17	80940445	82482049	1541605	*	5	0	0.8
17	82485433	82586404	100972	*	3	0	0.8
17	82587362	83135290	547929	*	5	0	0.8
18	47434	100065	52632	*	3	0	0.8
18	108052	112269	4218	*	2	1	0.8
18	118580	15005737	14887158	*	3	0	0.8
18	41990719	80168979	38178261	*	3	0	0.8
19	107456	2413963	2306508	*	3	0	0.8
19	2415471	2426830	11360	*	2	0	0.8
19	2427127	2878182	451056	*	3	0	0.8
19	2897135	3028873	131739	*	1	0	0.8
19	3061346	4511128	1449783	*	3	0	0.8
19	4511269	4511896	628	*	3	2	0.8
19	4511908	8895043	4383136	*	3	0	0.8
19	8895694	8900736	5043	*	8	1	0.8
19	8902164	8902319	156	*	3	1	0.8
19	8903780	9960958	1057179	*	3	0	0.8
19	9967255	21655763	11688509	*	2	0	0.8
19	22392016	22756670	364655	*	1	0	0.8
19	22756682	24163431	1406750	*	2	0	0.8
19	29212777	37824127	8611351	*	2	1	0.8
19	37885463	45212939	7327477	*	2	1	0.8
19	45315577	50482817	5167241	*	2	2	0.8
19	50506063	55265775	4759713	*	2	2	0.8
19	55279090	58599150	3320061	*	2	0	0.8
20	96321	1312603	1216283	*	1	0	0.8
20	1312892	26083027	24770136	*	1	1	0.8
20	28565158	29092435	527278	*	3	1	0.8
20	29094350	29411200	316851	*	2	2	0.8
20	29411209	30855612	1444404	*	2	1	0.8
20	30855703	32029032	1173330	*	3	2	0.8
20	32316974	51725746	19408773	*	2	1	0.8
20	53044717	56365347	3320631	*	5	1	0.8
20	56366068	64093085	7727018	*	3	1	0.8
21	6927584	13051993	6124410	*	2	0	0.8
21	13384473	13909688	525216	*	2	2	0.8
21	13909692	29458073	15548382	*	3	0	0.8
21	29597581	41993622	12396042	*	3	1	0.8
21	42075908	46683356	4607449	*	2	1	0.8
22	10685693	11279459	593767	*	2	1	0.8
22	11285120	12616347	1331228	*	1	0	0.8
22	15528913	16988159	1459247	*	0	0	0.8
22	17084998	17209519	124522	*	0	0	0.8
22	17477717	18489750	1012034	*	2	0	0.8
22	18492421	18883352	390932	*	1	0	0.8
22	19014328	20352100	1337773	*	2	0	0.8
22	20354682	20361928	7247	*	2	1	0.8
22	20364476	21070125	705650	*	2	0	0.8
22	21126899	21476645	349747	*	1	1	0.8
22	21634310	46974164	25339855	*	2	0	0.8
22	47173328	48106788	933461	*	2	0	0.8
22	48489977	50579085	2089109	*	2	0	0.8
22	50582239	50754799	172561	*	0	0	0.8
X	2781927	9967804	7185878	*	3	0	0.8
X	10094039	35941489	25847451	*	2	2	0.8
X	36985440	46531056	9545617	*	2	0	0.8
X	47093137	52862872	5769736	*	5	0	0.8
X	53404064	57985908	4581845	*	5	1	0.8
X	64193287	81590056	17396770	*	3	2	0.8
X	83508142	88753806	5245665	*	2	0	0.8
X	89922025	101356297	11434273	*	2	1	0.8
X	101357977	115920833	14562857	*	3	1	0.8
X	115921039	126164447	10243409	*	3	2	0.8
X	126820917	133027645	6206729	*	2	1	0.8
X	133303309	139536901	6233593	*	5	2	0.8
X	139551121	155524483	15973363	*	3	1	0.8
