seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
5	147054497	177307854	30253358	*	3	0	0.73
5	177311537	177397136	85600	*	0	0	0.73
5	177432847	181260211	3827365	*	2	0	0.73
6	152749	367552	214804	*	1	1	0.73
6	391989	1742560	1350572	*	4	0	0.73
6	2765463	4189642	1424180	*	2	0	0.73
6	4715746	28505548	23789803	*	3	2	0.73
6	28506441	39596087	11089647	*	2	2	0.73
6	39617623	57937957	18320335	*	3	2	0.73
6	62177194	102874471	40697278	*	2	1	0.73
6	104018338	107039639	3021302	*	6	2	0.73
6	107050805	122431326	15380522	*	2	1	0.73
6	122447086	129158243	6711158	*	5	2	0.73
6	129250185	143947817	14697633	*	3	2	0.73
6	144344080	150064750	5720671	*	2	0	0.73
6	150248604	152202008	1953405	*	4	0	0.73
6	152231240	170640200	18408961	*	2	0	0.73
7	258359	291461	33103	*	2	0	0.73
7	498640	6142897	5644258	*	2	0	0.73
7	6159535	6758969	599435	*	4	0	0.73
7	6766853	20379303	13612451	*	1	0	0.73
7	20380547	33349217	12968671	*	2	0	0.73
7	33970334	43646625	9676292	*	2	2	0.73
7	43647781	44969726	1321946	*	4	2	0.73
7	44970051	57820256	12850206	*	2	2	0.73
7	60992954	84110714	23117761	*	2	0	0.73
7	85072836	100889133	15816298	*	2	2	0.73
7	100951407	100951656	250	*	13	7	0.73
7	100951661	110963371	10011711	*	2	1	0.73
7	111988970	138771243	26782274	*	2	0	0.73
7	138908750	139962273	1053524	*	5	0	0.73
7	140345179	154053149	13707971	*	2	0	0.73
7	154540300	159034723	4494424	*	2	1	0.73
8	219366	22615952	22396587	*	2	0	0.73
8	22618114	23702248	1084135	*	5	0	0.73
8	23703135	33566426	9863292	*	2	0	0.73
8	36833671	43302033	6468363	*	5	3	0.73
8	46579451	58416924	11837474	*	4	1	0.73
8	58426104	76707374	18281271	*	4	2	0.73
8	76849683	98212306	21362624	*	2	2	0.73
8	98707321	100047434	1340114	*	7	2	0.73
8	100105326	100522421	417096	*	4	3	0.73
8	100529977	117157479	16627503	*	6	2	0.73
8	117158022	123182753	6024732	*	3	2	0.73
8	123326156	123812407	486252	*	8	0	0.73
8	123969885	130214773	6244889	*	7	0	0.73
8	130401756	138256809	7855054	*	4	0	0.73
8	138591646	144946362	6354717	*	5	0	0.73
9	12667	30689222	30676556	*	5	0	0.73
9	30689447	30690053	607	*	8	2	0.73
9	30799997	38621347	7821351	*	3	0	0.73
9	39073680	39088492	14813	*	2	0	0.73
9	39088549	43110553	4022005	*	1	1	0.73
9	62799760	66182633	3382874	*	2	1	0.73
9	66908658	137099959	70191302	*	2	0	0.73
9	137102167	137156535	54369	*	2	1	0.73
9	137156563	138177100	1020538	*	2	0	0.73
10	47876	38671907	38624032	*	2	0	0.73
10	41859954	46549251	4689298	*	3	0	0.73
10	46549296	46775898	226603	*	1	1	0.73
10	46789560	79394237	32604678	*	2	0	0.73
10	79445303	85729481	6284179	*	1	0	0.73
10	86566256	133565298	46999043	*	2	0	0.73
10	133567886	133626863	58978	*	1	0	0.73
11	179321	1010649	831329	*	3	0	0.73
11	1095011	1098825	3815	*	5	2	0.73
11	1098908	4722926	3624019	*	3	0	0.73
11	4723911	7606121	2882211	*	6	0	0.73
11	7620800	9150885	1530086	*	3	0	0.73
11	9160493	10806814	1646322	*	2	0	0.73
11	11327122	17136398	5809277	*	3	2	0.73
11	17317520	50553126	33235607	*	2	0	0.73
11	54592041	60929113	6337073	*	2	2	0.73
11	60930308	72706069	11775762	*	2	1	0.73
11	72779941	78100944	5321004	*	3	2	0.73
11	78112511	78469452	356942	*	3	0	0.73
11	78566111	117207622	38641512	*	3	2	0.73
11	117219829	134986898	17767070	*	2	0	0.73
12	174476	3298042	3123567	*	2	2	0.73
12	3550159	8843370	5293212	*	3	0	0.73
12	9288085	9438216	150132	*	3	1	0.73
12	9680928	13866236	4185309	*	3	0	0.73
12	14424958	20449915	6024958	*	2	2	0.73
12	20552606	27121971	6569366	*	3	0	0.73
12	27317596	29583597	2266002	*	2	2	0.73
12	29660883	31984918	2324036	*	2	1	0.73
12	32216137	34165416	1949280	*	2	0	0.73
12	37418138	46268702	8850565	*	3	0	0.73
12	46364711	49955360	3590650	*	2	0	0.73
12	49955628	50352080	396453	*	2	2	0.73
12	50843019	52447981	1604963	*	3	0	0.73
12	52448952	52451747	2796	*	2	2	0.73
12	52451790	63688229	11236440	*	3	0	0.73
12	63823233	63823451	219	*	2	1	0.73
12	63823487	76461170	12637684	*	4	0	0.73
12	76822501	106172396	29349896	*	2	0	0.73
12	106254005	133219598	26965594	*	3	0	0.73
13	18176081	18212090	36010	*	2	2	0.73
13	18212134	24442025	6229892	*	3	0	0.73
13	24442482	24447220	4739	*	2	1	0.73
13	24454945	48515053	24060109	*	2	0	0.73
13	48515087	96427364	47912278	*	2	0	0.73
13	97969933	114291460	16321528	*	3	0	0.73
14	18333768	18699561	365794	*	2	0	0.73
14	18967635	19666459	698825	*	1	1	0.73
14	19668491	106349358	86680868	*	2	0	0.73
15	19964758	20671094	706337	*	1	1	0.73
15	20990494	63121920	42131427	*	2	0	0.73
15	63533643	76259669	12726027	*	4	0	0.73
15	76259683	76261159	1477	*	1	1	0.73
15	76261227	101705669	25444443	*	4	0	0.73
15	101752636	101756055	3420	*	9	4	0.73
15	101756377	101973481	217105	*	1	1	0.73
16	11641	1228424	1216784	*	2	0	0.73
16	1228744	1229716	973	*	1	1	0.73
16	1229816	4208172	2978357	*	2	0	0.73
16	4355489	11965181	7609693	*	4	0	0.73
16	12203329	12203531	203	*	4	2	0.73
16	12568471	20862445	8293975	*	2	0	0.73
16	20954951	32116709	11161759	*	2	2	0.73
16	32116718	32165537	48820	*	4	0	0.73
16	32179540	34159124	1979585	*	3	1	0.73
16	34162883	34163274	392	*	2	0	0.73
16	34163313	34588191	424879	*	3	2	0.73
16	34588274	36101275	1513002	*	2	2	0.73
16	46386441	46401545	15105	*	2	1	0.73
16	46671590	48277246	1605657	*	2	2	0.73
16	48497260	69951480	21454221	*	3	0	0.73
16	69962848	70186155	223308	*	2	1	0.73
16	70509180	74391650	3882471	*	3	0	0.73
16	74391671	74439368	47698	*	1	1	0.73
16	74465691	90008692	15543002	*	3	0	0.73
16	90010076	90224655	214580	*	1	1	0.73
17	410351	2995107	2584757	*	4	0	0.73
17	3062561	3063014	454	*	5	2	0.73
17	3116496	4789759	1673264	*	2	0	0.73
17	4796793	18388466	13591674	*	3	0	0.73
17	18397782	18500895	103114	*	1	1	0.73
17	18500996	20503093	2002098	*	3	0	0.73
17	20503841	20841334	337494	*	3	1	0.73
17	20843746	21291199	447454	*	2	0	0.73
17	21291457	21415154	123698	*	2	1	0.73
17	21415170	22381954	966785	*	1	0	0.73
17	26603842	28673373	2069532	*	2	0	0.73
17	28675384	31901637	3226254	*	3	0	0.73
17	32135599	32266317	130719	*	4	1	0.73
17	32298186	41769673	9471488	*	3	0	0.73
17	41769902	47840337	6070436	*	2	0	0.73
17	47945523	62680622	14735100	*	6	0	0.73
17	62735884	76469184	13733301	*	3	0	0.73
17	76566064	80930197	4364134	*	4	0	0.73
17	80930211	80930495	285	*	4	1	0.73
17	80940445	83135290	2194846	*	4	0	0.73
18	47434	15005737	14958304	*	2	1	0.73
18	21440199	31162449	9722251	*	2	2	0.73
18	31318238	32213563	895326	*	4	2	0.73
18	32217585	32412455	194871	*	4	1	0.73
18	32512364	36818951	4306588	*	2	2	0.73
18	37270931	80168979	42898049	*	3	0	0.73
19	107456	4511128	4403673	*	2	0	0.73
19	4511269	4511818	550	*	5	4	0.73
19	4511896	8898535	4386640	*	3	0	0.73
19	8898563	8902319	3757	*	3	1	0.73
19	8903780	24163431	15259652	*	2	0	0.73
19	29212777	37824127	8611351	*	2	1	0.73
19	37885463	39877880	1992418	*	2	2	0.73
19	39879672	39915952	36281	*	3	2	0.73
19	39981227	55265775	15284549	*	2	2	0.73
19	55279090	58599150	3320061	*	2	0	0.73
20	96321	1319324	1223004	*	1	0	0.73
20	1369864	26083027	24713164	*	1	1	0.73
20	28565158	30892345	2327188	*	1	1	0.73
20	30918168	51694170	20776003	*	2	1	0.73
20	51725746	64093085	12367340	*	3	1	0.73
21	5235891	13051993	7816103	*	2	0	0.73
21	13384473	13827076	442604	*	2	2	0.73
21	13827107	29458073	15630967	*	2	0	0.73
21	29597581	38451426	8853846	*	3	1	0.73
21	38575773	43262679	4686907	*	1	1	0.73
21	43657984	46683456	3025473	*	1	1	0.73
22	10685693	11285120	599428	*	1	0	0.73
22	11318818	12616347	1297530	*	0	0	0.73
22	15528913	17209519	1680607	*	0	0	0.73
22	17477717	18189271	711555	*	3	0	0.73
22	18189351	18876007	686657	*	1	1	0.73
22	18883352	20352100	1468749	*	2	0	0.73
22	20354682	20361928	7247	*	2	1	0.73
22	20364476	21070125	705650	*	2	0	0.73
22	21126899	21476645	349747	*	1	1	0.73
22	21634310	50579085	28944776	*	2	0	0.73
22	50582239	50754799	172561	*	0	0	0.73
X	2781927	9967804	7185878	*	2	0	0.73
X	10094039	35941489	25847451	*	2	2	0.73
X	36985440	46531056	9545617	*	2	0	0.73
X	47093137	50635792	3542656	*	5	0	0.73
X	50910775	57985908	7075134	*	6	2	0.73
X	77605712	81590056	3984345	*	3	2	0.73
X	83861196	88753806	4892611	*	2	0	0.73
X	89922025	133027645	43105621	*	3	2	0.73
X	133303309	139203864	5900556	*	5	2	0.73
X	139551121	155524483	15973363	*	3	1	0.73
