seqnames	start	end	width	strand	major_cn	minor_cn	clonal_frequency
2	164492953	219640699	55147747	*	2	0	0.76
2	219641800	239126885	19485086	*	3	0	0.76
2	239134205	241767573	2633369	*	2	0	0.76
3	344564	4983086	4638523	*	2	0	0.76
3	6673959	10911864	4237906	*	11	0	0.76
3	10926053	14684660	3758608	*	7	0	0.76
3	14760043	23918549	9158507	*	4	0	0.76
3	23956056	75630725	51674670	*	2	0	0.76
3	75630786	75737906	107121	*	3	1	0.76
3	76114074	89449469	13335396	*	2	0	0.76
3	91483720	93470642	1986923	*	14	3	0.76
3	93470744	114307826	20837083	*	2	2	0.76
3	115810513	121854608	6044096	*	3	0	0.76
3	121894323	132719774	10825452	*	3	2	0.76
3	133380401	186642620	53262220	*	3	0	0.76
3	186652544	195974761	9322218	*	2	0	0.76
3	195976067	195984679	8613	*	1	1	0.76
3	195985715	197624255	1638541	*	2	0	0.76
3	197634845	198035752	400908	*	1	1	0.76
4	16758	7682934	7666177	*	3	0	0.76
4	7682935	7724169	41235	*	3	0	0.76
4	7725120	17639257	9914138	*	3	0	0.76
4	17705826	48378191	30672366	*	2	0	0.76
4	48535586	49711673	1176088	*	1	1	0.76
4	51848078	190179609	138331532	*	2	0	0.76
5	163090	10988060	10824971	*	1	0	0.76
5	13691900	44114035	30422136	*	1	1	0.76
5	49601562	49661793	60232	*	1	1	0.76
5	50399214	53083447	2684234	*	2	2	0.76
5	53560674	146592933	93032260	*	2	0	0.76
5	146856347	168409804	21553458	*	3	0	0.76
5	168410099	177311537	8901439	*	2	0	0.76
5	177334534	177397136	62603	*	0	0	0.76
5	177432847	181281648	3848802	*	2	0	0.76
6	152749	367552	214804	*	1	1	0.76
6	391989	2765463	2373475	*	3	0	0.76
6	2765910	5144433	2378524	*	1	0	0.76
6	5404834	37171546	31766713	*	2	1	0.76
6	37174186	46325591	9151406	*	3	2	0.76
6	46553512	52657510	6103999	*	2	1	0.76
6	52681991	53128204	446214	*	4	1	0.76
6	53276130	57937957	4661828	*	2	1	0.76
6	62177194	67889277	5712084	*	2	0	0.76
6	68956303	79518818	10562516	*	2	1	0.76
6	79870220	100800297	20930078	*	2	0	0.76
6	101859194	107070009	5210816	*	7	2	0.76
6	107704942	119180453	11475512	*	2	0	0.76
6	119188620	129158243	9969624	*	4	0	0.76
6	129250185	130215860	965676	*	2	0	0.76
6	130440659	141607702	11167044	*	2	1	0.76
6	142075653	143947817	1872165	*	2	2	0.76
6	144344080	150064750	5720671	*	2	0	0.76
6	150248604	152202008	1953405	*	4	0	0.76
6	152230449	159710888	7480440	*	2	0	0.76
6	159711231	159712189	959	*	5	3	0.76
6	159712208	170640200	10927993	*	2	0	0.76
7	258359	498322	239964	*	3	0	0.76
7	498640	5923657	5425018	*	4	0	0.76
7	5923704	5973418	49715	*	3	3	0.76
7	5987311	6758969	771659	*	7	0	0.76
7	6763670	33349217	26585548	*	2	0	0.76
7	33727566	43608280	9880715	*	2	2	0.76
7	43624599	44229186	604588	*	4	2	0.76
7	44231312	44485496	254185	*	3	3	0.76
7	44490594	48389384	3898791	*	2	2	0.76
7	48392165	57820256	9428092	*	2	2	0.76
7	60992954	63763091	2770138	*	2	0	0.76
7	63763117	84110714	20347598	*	2	0	0.76
7	85072836	88166078	3093243	*	4	2	0.76
7	88284046	97984686	9700641	*	2	2	0.76
7	98293323	99902322	1609000	*	2	2	0.76
7	99971602	100889133	917532	*	2	2	0.76
7	100951458	100951786	329	*	13	4	0.76
7	100952010	100960610	8601	*	2	1	0.76
7	100960659	100969438	8780	*	5	4	0.76
7	100969451	100972389	2939	*	12	4	0.76
7	100991195	107940590	6949396	*	2	2	0.76
7	107953347	108098815	145469	*	2	2	0.76
7	108102964	110356859	2253896	*	2	2	0.76
7	110963371	138915553	27952183	*	2	0	0.76
7	138917080	140335602	1418523	*	5	0	0.76
7	140345179	154053149	13707971	*	3	0	0.76
7	154446472	159034723	4588252	*	2	2	0.76
8	219366	22634616	22415251	*	2	0	0.76
8	22724761	24308907	1584147	*	4	0	0.76
8	24313538	33566426	9252889	*	2	0	0.76
8	36833671	38245721	1412051	*	2	2	0.76
8	38247640	43302033	5054394	*	4	3	0.76
8	67161902	98212306	31050405	*	2	2	0.76
8	98707321	100071710	1364390	*	10	2	0.76
8	100105326	100577325	472000	*	3	1	0.76
8	100613251	119422659	18809409	*	5	2	0.76
8	119481097	130214773	10733677	*	2	2	0.76
8	130401756	138725278	8323523	*	3	0	0.76
8	138821678	144946362	6124685	*	4	0	0.76
9	12667	30689222	30676556	*	4	0	0.76
9	30689447	30690053	607	*	13	6	0.76
9	30799997	38621347	7821351	*	2	0	0.76
9	39073680	43110553	4036874	*	1	1	0.76
9	62799760	66182633	3382874	*	1	1	0.76
9	66908658	124021154	57112497	*	2	0	0.76
9	124270328	125559492	1289165	*	6	0	0.76
9	125949495	137099959	11150465	*	2	0	0.76
9	137102167	137103590	1424	*	2	1	0.76
9	137109188	138177100	1067913	*	2	0	0.76
10	47876	38696864	38648989	*	2	0	0.76
10	41859954	46398090	4538137	*	3	0	0.76
10	46462341	46775898	313558	*	1	1	0.76
10	46789560	79445303	32655744	*	2	0	0.76
10	79506237	84252883	4746647	*	1	0	0.76
10	84258342	132406348	48148007	*	2	0	0.76
10	132538238	133568088	1029851	*	2	0	0.76
10	133625834	133626863	1030	*	3	2	0.76
11	135029	1010649	875621	*	3	0	0.76
11	1094905	1099146	4242	*	4	1	0.76
11	1099861	2170479	1070619	*	3	0	0.76
11	2385620	4489357	2103738	*	4	0	0.76
11	4690849	7606121	2915273	*	7	0	0.76
11	7620800	9176729	1555930	*	4	0	0.76
11	9178103	10806814	1628712	*	2	0	0.76
11	11327122	12513662	1186541	*	4	3	0.76
11	12518311	16341453	3823143	*	3	2	0.76
11	16801052	17136398	335347	*	2	2	0.76
11	17317520	50553126	33235607	*	2	0	0.76
11	54592041	61920202	7328162	*	2	1	0.76
11	61967489	66554126	4586638	*	2	0	0.76
11	67044867	72706069	5661203	*	2	1	0.76
11	72779941	78064420	5284480	*	3	2	0.76
11	78072890	78657809	584920	*	3	0	0.76
11	78661491	117207622	38546132	*	3	2	0.76
11	117208625	134986898	17778274	*	2	0	0.76
12	174476	3298042	3123567	*	3	1	0.76
12	3550159	8843370	5293212	*	3	0	0.76
12	9288085	9438216	150132	*	3	1	0.76
12	9680928	13866236	4185309	*	2	0	0.76
12	14424958	19941437	5516480	*	2	2	0.76
12	20552606	27121971	6569366	*	2	0	0.76
12	27317855	31984918	4667064	*	2	1	0.76
12	32216137	34165416	1949280	*	1	0	0.76
12	37418138	49955982	12537845	*	2	0	0.76
12	50351996	50887649	535654	*	1	1	0.76
12	50903682	52449046	1545365	*	2	0	0.76
12	52449904	52451790	1887	*	1	1	0.76
12	52452168	63805533	11353366	*	3	0	0.76
12	63823233	63823487	255	*	3	1	0.76
12	63989729	76461170	12471442	*	5	0	0.76
12	76822501	105236087	28413587	*	2	0	0.76
12	105304159	112164449	6860291	*	4	0	0.76
12	112207630	119520263	7312634	*	6	0	0.76
12	119530850	125134762	5603913	*	3	0	0.76
12	125136873	130436926	5300054	*	2	0	0.76
12	130445001	133219598	2774598	*	3	0	0.76
13	18176081	18212090	36010	*	2	1	0.76
13	18212134	48415676	30203543	*	2	0	0.76
13	48423077	96427364	48004288	*	1	0	0.76
13	97969933	114291460	16321528	*	2	0	0.76
14	18333768	19666459	1332692	*	1	1	0.76
14	19668491	19679205	10715	*	2	0	0.76
14	19679949	106349358	86669410	*	2	0	0.76
15	19899435	20671094	771660	*	1	1	0.76
15	20990494	58279202	37288709	*	2	0	0.76
15	58432172	59639230	1207059	*	5	0	0.76
15	60004911	63121920	3117010	*	2	0	0.76
15	63533643	72395886	8862244	*	4	0	0.76
15	72406887	72665193	258307	*	2	2	0.76
15	73176645	74063555	886911	*	4	0	0.76
15	74063690	74076151	12462	*	2	2	0.76
15	74128669	76259791	2131123	*	4	0	0.76
15	76259971	76260460	490	*	9	4	0.76
15	76260514	76261228	715	*	4	3	0.76
15	76336988	91000611	14663624	*	4	0	0.76
15	91252528	91749775	497248	*	4	0	0.76
15	91750512	101705669	9955158	*	4	0	0.76
15	101752636	101758025	5390	*	5	2	0.76
15	101759340	101973481	214142	*	1	1	0.76
16	11641	180579	168939	*	1	1	0.76
16	181168	1227472	1046305	*	2	0	0.76
16	1227779	1242476	14698	*	1	1	0.76
16	1256641	4208172	2951532	*	2	0	0.76
16	4355489	11965574	7610086	*	3	0	0.76
16	12203329	12203531	203	*	4	2	0.76
16	12398705	13944688	1545984	*	6	0	0.76
16	16185091	20862445	4677355	*	2	0	0.76
16	20954951	31564579	10609629	*	2	2	0.76
16	31568951	34162873	2593923	*	1	1	0.76
16	34162883	34163398	516	*	7	1	0.76
16	34266193	34588274	322082	*	1	1	0.76
16	34588295	36101275	1512981	*	1	1	0.76
16	46386441	48356601	1970161	*	2	2	0.76
16	48497260	69951480	21454221	*	2	0	0.76
16	69962848	70186155	223308	*	2	1	0.76
16	70509180	74391650	3882471	*	2	0	0.76
16	74391671	74411791	20121	*	1	1	0.76
16	74465691	90224655	15758965	*	2	0	0.76
17	410351	517227	106877	*	3	0	0.76
17	519811	803934	284124	*	4	0	0.76
17	805328	864156	58829	*	2	2	0.76
17	864427	2995107	2130681	*	4	0	0.76
17	3062561	3063014	454	*	11	4	0.76
17	3116496	6426526	3310031	*	3	0	0.76
17	6426789	15507049	9080261	*	5	0	0.76
17	15545572	15699636	154065	*	4	0	0.76
17	15700268	16772407	1072140	*	4	0	0.76
17	16818952	16843636	24685	*	11	0	0.76
17	16893377	18388466	1495090	*	4	0	0.76
17	18397782	18441749	43968	*	2	2	0.76
17	18476751	18501036	24286	*	0	0	0.76
17	18514524	19310022	795499	*	5	0	0.76
17	19329720	21244091	1914372	*	2	0	0.76
17	21291192	21415470	124279	*	2	1	0.76
17	21415555	21664491	248937	*	1	0	0.76
17	21664512	22044422	379911	*	1	0	0.76
17	22044458	22381954	337497	*	1	0	0.76
17	25920193	31863329	5943137	*	2	0	0.76
17	31901637	32135772	234136	*	2	1	0.76
17	32266317	47840337	15574021	*	2	0	0.76
17	47915550	62736266	14820717	*	6	0	0.76
17	62736912	76019514	13282603	*	3	0	0.76
17	76021473	76050591	29119	*	3	0	0.76
17	76060332	80930197	4869866	*	4	0	0.76
17	80930211	80930495	285	*	2	2	0.76
17	80940445	83135290	2194846	*	4	0	0.76
18	47434	100065	52632	*	4	0	0.76
18	108052	112269	4218	*	8	2	0.76
18	118580	15005737	14887158	*	3	0	0.76
18	33683356	37272932	3589577	*	2	2	0.76
18	37485773	80168979	42683207	*	2	0	0.76
19	107456	2878182	2770727	*	3	0	0.76
19	2897135	3061346	164212	*	1	0	0.76
19	3110351	4511128	1400778	*	3	0	0.76
19	4511269	4511818	550	*	4	3	0.76
19	4511896	8897072	4385177	*	3	0	0.76
19	8898427	8898507	81	*	3	1	0.76
19	8898518	8902164	3647	*	6	1	0.76
19	8902232	8902319	88	*	4	2	0.76
19	8903780	9855016	951237	*	3	0	0.76
19	9960958	19711240	9750283	*	2	0	0.76
19	19714041	24163431	4449391	*	2	0	0.76
19	29212777	45212939	16000163	*	2	1	0.76
19	45315577	52866760	7551184	*	2	2	0.76
19	52880932	52949691	68760	*	3	3	0.76
19	52949712	53892954	943243	*	2	2	0.76
19	53902871	55094217	1191347	*	2	2	0.76
19	55094247	55155079	60833	*	2	2	0.76
19	55155935	55242065	86131	*	5	4	0.76
19	55244885	55762538	517654	*	2	0	0.76
19	55762827	55772298	9472	*	1	1	0.76
19	55772314	58599150	2826837	*	2	0	0.76
20	96321	1319324	1223004	*	1	0	0.76
20	1369864	26083027	24713164	*	1	1	0.76
20	28565099	30655192	2090094	*	2	1	0.76
20	30813330	30855612	42283	*	1	0	0.76
20	30855703	32326903	1471201	*	3	1	0.76
20	32327658	51725746	19398089	*	2	1	0.76
20	53044717	59193714	6148998	*	4	1	0.76
20	59604922	63929651	4324730	*	3	1	0.76
20	63941711	64093085	151375	*	2	1	0.76
21	6927584	13051993	6124410	*	2	0	0.76
21	13384473	13909679	525207	*	3	2	0.76
21	13909688	18857643	4947956	*	3	0	0.76
21	18857749	19245707	387959	*	2	1	0.76
21	19245939	29458073	10212135	*	3	0	0.76
21	29597581	42076840	12479260	*	3	1	0.76
21	42085326	46683356	4598031	*	2	1	0.76
22	10685693	11561762	876070	*	2	1	0.76
22	11598366	12616347	1017982	*	0	0	0.76
22	15528913	16433447	904535	*	1	0	0.76
22	16433453	17209519	776067	*	0	0	0.76
22	17477717	20352100	2874384	*	2	0	0.76
22	20354682	20361928	7247	*	1	1	0.76
22	20364476	21070125	705650	*	2	0	0.76
22	21126899	21309403	182505	*	1	1	0.76
22	21309416	40429810	19120395	*	2	0	0.76
22	40431315	42517728	2086414	*	3	0	0.76
22	42533259	42587776	54518	*	2	0	0.76
22	42597775	50579085	7981311	*	2	0	0.76
22	50582239	50754799	172561	*	0	0	0.76
X	2781927	9967804	7185878	*	2	0	0.76
X	10094039	35941489	25847451	*	2	2	0.76
X	36985440	46531056	9545617	*	2	0	0.76
X	47093137	49305387	2212251	*	4	0	0.76
X	49305608	57985908	8680301	*	5	1	0.76
X	64193287	72302017	8108731	*	3	3	0.76
X	72489507	74583327	2093821	*	4	1	0.76
X	74742163	83508142	8765980	*	5	0	0.76
X	83861196	88753806	4892611	*	2	0	0.76
X	89922025	115170243	25248219	*	3	1	0.76
X	115190633	139536901	24346269	*	3	2	0.76
X	139551121	155524483	15973363	*	2	1	0.76
